,ID,subject,subject_clean,Len
2802,1404,'fence',fence,1
2803,1405,'price',price,1
2804,1406,'father day',father day,2
2805,1406, 'expect well',expect well,2
2806,1406, 'anker ruin',anker ruin,2
2807,1407,'repair center',repair center,2
2808,1407, 'disposable projector',disposable projector,2
2809,1407, 'usa',usa,1
2810,1408,'star',star,1
2811,1409,'disappointed',disappointed,1
2812,1410,'tv ...',tv,1
2813,1410, 'not work',not work,2
2814,1410, 'watch',watch,1
2815,1410, 'apps',apps,1
2816,1411,'pretty big deal breaker',pretty big deal breaker,4
2817,1411, '`` thats',thats,1
2819,1412,'three star',three star,2
2820,1413,'two star',two star,2
2821,1414,'really amaze',really amaze,2
2822,1415,'`` surely',surely,1
2823,1415, 'wonderful',wonderful,1
2825,1416,'lack flexibility',lack flexibility,2
2826,1417,'two defective unit right',two defective unit right,4
2827,1417, 'box',box,1
2828,1417,'not good odds',not good odds,3
2829,1417,'skip',skip,1
2830,1417, 'product',product,1
2831,1418,'low',low,1
2832,1419,'not worth',not worth,2
2833,1419, 'price',price,1
2834,1420,'twitch app',twitch app,2
2835,1420, 'not work',not work,2
2836,1421,'badluck',badluck,1
2837,1422,'awsome',awsome,1
